player_name,role,input_tokens,estimated_output_tokens,total_tokens,model
Bob,Crewmate,1591,20,1611,google/gemini-pro-1.5
Alice,Crewmate,1099,20,1119,google/gemini-pro-1.5
Dave,Crewmate,1137,20,1157,google/gemini-pro-1.5
Erin,Impostor,2241,20,2261,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1627,20,1647,google/gemini-pro-1.5
Alice,Crewmate,1599,20,1619,google/gemini-pro-1.5
Dave,Crewmate,1137,20,1157,google/gemini-pro-1.5
Erin,Impostor,2660,20,2680,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2046,20,2066,google/gemini-pro-1.5
Alice,Crewmate,2018,20,2038,google/gemini-pro-1.5
Dave,Crewmate,2056,20,2076,google/gemini-pro-1.5
Erin,Impostor,2551,20,2571,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1661,20,1681,google/gemini-pro-1.5
Alice,Crewmate,1633,20,1653,google/gemini-pro-1.5
Dave,Crewmate,1671,20,1691,google/gemini-pro-1.5
Erin,Impostor,2583,20,2603,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1969,20,1989,google/gemini-pro-1.5
Alice,Crewmate,1633,20,1653,google/gemini-pro-1.5
Dave,Crewmate,1671,20,1691,google/gemini-pro-1.5
Erin,Impostor,2583,20,2603,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1969,20,1989,google/gemini-pro-1.5
Alice,Crewmate,1633,20,1653,google/gemini-pro-1.5
Dave,Crewmate,1671,20,1691,google/gemini-pro-1.5
Erin,Impostor,2620,20,2640,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2006,20,2026,google/gemini-pro-1.5
Alice,Crewmate,1978,20,1998,google/gemini-pro-1.5
Dave,Crewmate,1671,20,1691,google/gemini-pro-1.5
Erin,Impostor,3017,20,3037,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2403,20,2423,google/gemini-pro-1.5
Alice,Crewmate,2375,20,2395,google/gemini-pro-1.5
Dave,Crewmate,2413,20,2433,google/gemini-pro-1.5
Erin,Impostor,2931,20,2951,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2046,20,2066,google/gemini-pro-1.5
Alice,Crewmate,2018,20,2038,google/gemini-pro-1.5
Dave,Crewmate,2056,20,2076,google/gemini-pro-1.5
Erin,Impostor,2961,20,2981,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2347,20,2367,google/gemini-pro-1.5
Alice,Crewmate,2018,20,2038,google/gemini-pro-1.5
Dave,Crewmate,2056,20,2076,google/gemini-pro-1.5
Erin,Impostor,2961,20,2981,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2347,20,2367,google/gemini-pro-1.5
Alice,Crewmate,2018,20,2038,google/gemini-pro-1.5
Dave,Crewmate,2056,20,2076,google/gemini-pro-1.5
Erin,Impostor,2988,20,3008,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2374,20,2394,google/gemini-pro-1.5
Alice,Crewmate,2346,20,2366,google/gemini-pro-1.5
Dave,Crewmate,2056,20,2076,google/gemini-pro-1.5
Dave,Impostor,1459,20,1479,anthropic/claude-3.5-sonnet
Bob,Crewmate,1571,20,1591,anthropic/claude-3.5-sonnet
Erin,Crewmate,1651,20,1671,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1545,20,1565,anthropic/claude-3.5-sonnet
Dave,Impostor,1469,20,1489,anthropic/claude-3.5-sonnet
Bob,Crewmate,1350,20,1370,anthropic/claude-3.5-sonnet
Erin,Crewmate,1411,20,1431,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1333,20,1353,anthropic/claude-3.5-sonnet
Alice,Crewmate,1324,20,1344,anthropic/claude-3.5-sonnet
Dave,Impostor,1469,20,1489,anthropic/claude-3.5-sonnet
Bob,Crewmate,1581,20,1601,anthropic/claude-3.5-sonnet
Erin,Crewmate,1411,20,1431,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1333,20,1353,anthropic/claude-3.5-sonnet
Alice,Crewmate,1324,20,1344,anthropic/claude-3.5-sonnet
Dave,Impostor,1469,20,1489,anthropic/claude-3.5-sonnet
Bob,Crewmate,1581,20,1601,anthropic/claude-3.5-sonnet
Erin,Crewmate,1661,20,1681,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1333,20,1353,anthropic/claude-3.5-sonnet
Alice,Crewmate,1324,20,1344,anthropic/claude-3.5-sonnet
Dave,Impostor,1469,20,1489,anthropic/claude-3.5-sonnet
Bob,Crewmate,1581,20,1601,anthropic/claude-3.5-sonnet
Erin,Crewmate,1661,20,1681,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1555,20,1575,anthropic/claude-3.5-sonnet
Alice,Crewmate,1324,20,1344,anthropic/claude-3.5-sonnet
Dave,Impostor,1701,20,1721,anthropic/claude-3.5-sonnet
Bob,Crewmate,1813,20,1833,anthropic/claude-3.5-sonnet
Erin,Crewmate,1893,20,1913,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1786,20,1806,anthropic/claude-3.5-sonnet
Dave,Impostor,1587,20,1607,anthropic/claude-3.5-sonnet
Bob,Crewmate,1571,20,1591,anthropic/claude-3.5-sonnet
Erin,Crewmate,1651,20,1671,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1545,20,1565,anthropic/claude-3.5-sonnet
Dave,Impostor,1631,20,1651,anthropic/claude-3.5-sonnet
Bob,Crewmate,1743,20,1763,anthropic/claude-3.5-sonnet
Erin,Crewmate,1651,20,1671,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1545,20,1565,anthropic/claude-3.5-sonnet
Dave,Impostor,1667,20,1687,anthropic/claude-3.5-sonnet
Bob,Crewmate,1779,20,1799,anthropic/claude-3.5-sonnet
Erin,Crewmate,1859,20,1879,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1545,20,1565,anthropic/claude-3.5-sonnet
Dave,Impostor,1701,20,1721,anthropic/claude-3.5-sonnet
Bob,Crewmate,1813,20,1833,anthropic/claude-3.5-sonnet
Erin,Crewmate,1893,20,1913,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1786,20,1806,anthropic/claude-3.5-sonnet
Dave,Impostor,2287,20,2307,anthropic/claude-3.5-sonnet
Bob,Crewmate,2399,20,2419,anthropic/claude-3.5-sonnet
Erin,Crewmate,2479,20,2499,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2372,20,2392,anthropic/claude-3.5-sonnet
Dave,Impostor,2164,20,2184,anthropic/claude-3.5-sonnet
Bob,Crewmate,1813,20,1833,anthropic/claude-3.5-sonnet
Erin,Crewmate,1893,20,1913,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1786,20,1806,anthropic/claude-3.5-sonnet
Dave,Impostor,2210,20,2230,anthropic/claude-3.5-sonnet
Bob,Crewmate,2322,20,2342,anthropic/claude-3.5-sonnet
Erin,Crewmate,1893,20,1913,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1786,20,1806,anthropic/claude-3.5-sonnet
Dave,Impostor,2254,20,2274,anthropic/claude-3.5-sonnet
Bob,Crewmate,2366,20,2386,anthropic/claude-3.5-sonnet
Erin,Crewmate,2446,20,2466,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1786,20,1806,anthropic/claude-3.5-sonnet
Dave,Impostor,2287,20,2307,anthropic/claude-3.5-sonnet
Bob,Crewmate,2399,20,2419,anthropic/claude-3.5-sonnet
Erin,Crewmate,2479,20,2499,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2372,20,2392,anthropic/claude-3.5-sonnet
Dave,Impostor,2682,20,2702,anthropic/claude-3.5-sonnet
Bob,Crewmate,2794,20,2814,anthropic/claude-3.5-sonnet
Erin,Crewmate,2874,20,2894,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2767,20,2787,anthropic/claude-3.5-sonnet
Dave,Impostor,2540,20,2560,anthropic/claude-3.5-sonnet
Bob,Crewmate,2399,20,2419,anthropic/claude-3.5-sonnet
Erin,Crewmate,2479,20,2499,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2372,20,2392,anthropic/claude-3.5-sonnet
Dave,Impostor,2588,20,2608,anthropic/claude-3.5-sonnet
Bob,Crewmate,2700,20,2720,anthropic/claude-3.5-sonnet
Erin,Crewmate,2479,20,2499,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2372,20,2392,anthropic/claude-3.5-sonnet
Dave,Impostor,2639,20,2659,anthropic/claude-3.5-sonnet
Bob,Crewmate,2751,20,2771,anthropic/claude-3.5-sonnet
Erin,Crewmate,2831,20,2851,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2372,20,2392,anthropic/claude-3.5-sonnet
Dave,Impostor,2682,20,2702,anthropic/claude-3.5-sonnet
Bob,Crewmate,2794,20,2814,anthropic/claude-3.5-sonnet
Erin,Crewmate,2874,20,2894,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2767,20,2787,anthropic/claude-3.5-sonnet
Dave,Impostor,3077,20,3097,anthropic/claude-3.5-sonnet
Bob,Crewmate,3189,20,3209,anthropic/claude-3.5-sonnet
Erin,Crewmate,3269,20,3289,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3162,20,3182,anthropic/claude-3.5-sonnet
Dave,Impostor,2942,20,2962,anthropic/claude-3.5-sonnet
Bob,Crewmate,2794,20,2814,anthropic/claude-3.5-sonnet
Erin,Crewmate,2874,20,2894,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2767,20,2787,anthropic/claude-3.5-sonnet
Dave,Impostor,2988,20,3008,anthropic/claude-3.5-sonnet
Bob,Crewmate,3100,20,3120,anthropic/claude-3.5-sonnet
Erin,Crewmate,2874,20,2894,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2767,20,2787,anthropic/claude-3.5-sonnet
Dave,Impostor,3032,20,3052,anthropic/claude-3.5-sonnet
Bob,Crewmate,3144,20,3164,anthropic/claude-3.5-sonnet
Erin,Crewmate,3224,20,3244,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2767,20,2787,anthropic/claude-3.5-sonnet
Dave,Impostor,3077,20,3097,anthropic/claude-3.5-sonnet
Bob,Crewmate,3189,20,3209,anthropic/claude-3.5-sonnet
Erin,Crewmate,3269,20,3289,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3162,20,3182,anthropic/claude-3.5-sonnet
Bob,Impostor,1228,20,1248,anthropic/claude-3.5-sonnet
Alice,Crewmate,1165,20,1185,google/gemini-flash-1.5
Dave,Crewmate,1115,20,1135,google/gemini-flash-1.5
Erin,Crewmate,1051,20,1071,google/gemini-flash-1.5
Bob,Impostor,1238,20,1258,anthropic/claude-3.5-sonnet
Alice,Crewmate,1021,20,1041,google/gemini-flash-1.5
Charlie,Crewmate,1066,20,1086,google/gemini-flash-1.5
Dave,Crewmate,996,20,1016,google/gemini-flash-1.5
Erin,Crewmate,944,20,964,google/gemini-flash-1.5
Bob,Impostor,1238,20,1258,anthropic/claude-3.5-sonnet
Alice,Crewmate,1175,20,1195,google/gemini-flash-1.5
Charlie,Crewmate,1066,20,1086,google/gemini-flash-1.5
Dave,Crewmate,996,20,1016,google/gemini-flash-1.5
Erin,Crewmate,944,20,964,google/gemini-flash-1.5
Bob,Impostor,1228,20,1248,anthropic/claude-3.5-sonnet
Alice,Crewmate,1165,20,1185,google/gemini-flash-1.5
Dave,Crewmate,986,20,1006,google/gemini-flash-1.5
Erin,Crewmate,934,20,954,google/gemini-flash-1.5
Bob,Impostor,1228,20,1248,anthropic/claude-3.5-sonnet
Alice,Crewmate,1165,20,1185,google/gemini-flash-1.5
Dave,Crewmate,1115,20,1135,google/gemini-flash-1.5
Erin,Crewmate,934,20,954,google/gemini-flash-1.5
Bob,Impostor,1438,20,1458,anthropic/claude-3.5-sonnet
Alice,Crewmate,1376,20,1396,google/gemini-flash-1.5
Dave,Crewmate,1325,20,1345,google/gemini-flash-1.5
Erin,Crewmate,1263,20,1283,google/gemini-flash-1.5
Bob,Impostor,1322,20,1342,anthropic/claude-3.5-sonnet
Alice,Crewmate,1165,20,1185,google/gemini-flash-1.5
Dave,Crewmate,1115,20,1135,google/gemini-flash-1.5
Erin,Crewmate,1051,20,1071,google/gemini-flash-1.5
Bob,Impostor,1368,20,1388,anthropic/claude-3.5-sonnet
Alice,Crewmate,1306,20,1326,google/gemini-flash-1.5
Dave,Crewmate,1115,20,1135,google/gemini-flash-1.5
Erin,Crewmate,1051,20,1071,google/gemini-flash-1.5
Bob,Impostor,1368,20,1388,anthropic/claude-3.5-sonnet
Alice,Crewmate,1306,20,1326,google/gemini-flash-1.5
Dave,Crewmate,1115,20,1135,google/gemini-flash-1.5
Erin,Crewmate,1051,20,1071,google/gemini-flash-1.5
Bob,Impostor,1403,20,1423,anthropic/claude-3.5-sonnet
Alice,Crewmate,1341,20,1361,google/gemini-flash-1.5
Dave,Crewmate,1290,20,1310,google/gemini-flash-1.5
Erin,Crewmate,1051,20,1071,google/gemini-flash-1.5
Bob,Impostor,2012,20,2032,anthropic/claude-3.5-sonnet
Alice,Crewmate,1950,20,1970,google/gemini-flash-1.5
Dave,Crewmate,1899,20,1919,google/gemini-flash-1.5
Erin,Crewmate,1837,20,1857,google/gemini-flash-1.5
Bob,Impostor,1908,20,1928,anthropic/claude-3.5-sonnet
Alice,Crewmate,1376,20,1396,google/gemini-flash-1.5
Dave,Crewmate,1325,20,1345,google/gemini-flash-1.5
Erin,Crewmate,1263,20,1283,google/gemini-flash-1.5
Bob,Impostor,1940,20,1960,anthropic/claude-3.5-sonnet
Alice,Crewmate,1878,20,1898,google/gemini-flash-1.5
Dave,Crewmate,1325,20,1345,google/gemini-flash-1.5
Erin,Crewmate,1263,20,1283,google/gemini-flash-1.5
Bob,Impostor,1940,20,1960,anthropic/claude-3.5-sonnet
Alice,Crewmate,1878,20,1898,google/gemini-flash-1.5
Dave,Crewmate,1325,20,1345,google/gemini-flash-1.5
Erin,Crewmate,1263,20,1283,google/gemini-flash-1.5
Bob,Impostor,1972,20,1992,anthropic/claude-3.5-sonnet
Alice,Crewmate,1910,20,1930,google/gemini-flash-1.5
Dave,Crewmate,1859,20,1879,google/gemini-flash-1.5
Erin,Crewmate,1263,20,1283,google/gemini-flash-1.5
Bob,Impostor,2361,20,2381,anthropic/claude-3.5-sonnet
Alice,Crewmate,2299,20,2319,google/gemini-flash-1.5
Dave,Crewmate,2248,20,2268,google/gemini-flash-1.5
Erin,Crewmate,2186,20,2206,google/gemini-flash-1.5
Bob,Impostor,2249,20,2269,anthropic/claude-3.5-sonnet
Alice,Crewmate,1950,20,1970,google/gemini-flash-1.5
Dave,Crewmate,1899,20,1919,google/gemini-flash-1.5
Erin,Crewmate,1837,20,1857,google/gemini-flash-1.5
Bob,Impostor,2284,20,2304,anthropic/claude-3.5-sonnet
Alice,Crewmate,2222,20,2242,google/gemini-flash-1.5
Dave,Crewmate,1899,20,1919,google/gemini-flash-1.5
Erin,Crewmate,1837,20,1857,google/gemini-flash-1.5
Bob,Impostor,2284,20,2304,anthropic/claude-3.5-sonnet
Alice,Crewmate,2222,20,2242,google/gemini-flash-1.5
Dave,Crewmate,1899,20,1919,google/gemini-flash-1.5
Erin,Crewmate,1837,20,1857,google/gemini-flash-1.5
Bob,Impostor,2323,20,2343,anthropic/claude-3.5-sonnet
Alice,Crewmate,2261,20,2281,google/gemini-flash-1.5
Dave,Crewmate,2210,20,2230,google/gemini-flash-1.5
Erin,Crewmate,1837,20,1857,google/gemini-flash-1.5
Bob,Impostor,2684,20,2704,anthropic/claude-3.5-sonnet
Alice,Crewmate,2622,20,2642,google/gemini-flash-1.5
Dave,Crewmate,2571,20,2591,google/gemini-flash-1.5
Erin,Crewmate,2509,20,2529,google/gemini-flash-1.5
Bob,Impostor,2581,20,2601,anthropic/claude-3.5-sonnet
Alice,Crewmate,2299,20,2319,google/gemini-flash-1.5
Dave,Crewmate,2248,20,2268,google/gemini-flash-1.5
Erin,Crewmate,2186,20,2206,google/gemini-flash-1.5
Bob,Impostor,2611,20,2631,anthropic/claude-3.5-sonnet
Alice,Crewmate,2549,20,2569,google/gemini-flash-1.5
Dave,Crewmate,2248,20,2268,google/gemini-flash-1.5
Erin,Crewmate,2186,20,2206,google/gemini-flash-1.5
Bob,Impostor,2611,20,2631,anthropic/claude-3.5-sonnet
Alice,Crewmate,2549,20,2569,google/gemini-flash-1.5
Dave,Crewmate,2248,20,2268,google/gemini-flash-1.5
Erin,Crewmate,2186,20,2206,google/gemini-flash-1.5
Bob,Impostor,2646,20,2666,anthropic/claude-3.5-sonnet
Alice,Crewmate,2584,20,2604,google/gemini-flash-1.5
Dave,Crewmate,2533,20,2553,google/gemini-flash-1.5
Erin,Crewmate,2186,20,2206,google/gemini-flash-1.5
Charlie,Impostor,3577,20,3597,anthropic/claude-3.5-sonnet
Bob,Crewmate,3327,20,3347,openai/gpt-4o
Dave,Crewmate,3164,20,3184,openai/gpt-4o
Erin,Crewmate,3510,20,3530,openai/gpt-4o
Charlie,Impostor,3577,20,3597,anthropic/claude-3.5-sonnet
Bob,Crewmate,3142,20,3162,openai/gpt-4o
Dave,Crewmate,2993,20,3013,openai/gpt-4o
Erin,Crewmate,3317,20,3337,openai/gpt-4o
Charlie,Impostor,3577,20,3597,anthropic/claude-3.5-sonnet
Bob,Crewmate,3327,20,3347,openai/gpt-4o
Dave,Crewmate,2993,20,3013,openai/gpt-4o
Erin,Crewmate,3317,20,3337,openai/gpt-4o
Charlie,Impostor,3577,20,3597,anthropic/claude-3.5-sonnet
Bob,Crewmate,3327,20,3347,openai/gpt-4o
Dave,Crewmate,3164,20,3184,openai/gpt-4o
Erin,Crewmate,3317,20,3337,openai/gpt-4o
Charlie,Impostor,3577,20,3597,anthropic/claude-3.5-sonnet
Bob,Crewmate,3327,20,3347,openai/gpt-4o
Dave,Crewmate,3164,20,3184,openai/gpt-4o
Erin,Crewmate,3510,20,3530,openai/gpt-4o
Charlie,Impostor,3825,20,3845,anthropic/claude-3.5-sonnet
Bob,Crewmate,3574,20,3594,openai/gpt-4o
Dave,Crewmate,3410,20,3430,openai/gpt-4o
Erin,Crewmate,3757,20,3777,openai/gpt-4o
Charlie,Impostor,3664,20,3684,anthropic/claude-3.5-sonnet
Bob,Crewmate,3327,20,3347,openai/gpt-4o
Dave,Crewmate,3164,20,3184,openai/gpt-4o
Erin,Crewmate,3510,20,3530,openai/gpt-4o
Charlie,Impostor,3726,20,3746,anthropic/claude-3.5-sonnet
Bob,Crewmate,3475,20,3495,openai/gpt-4o
Dave,Crewmate,3164,20,3184,openai/gpt-4o
Erin,Crewmate,3510,20,3530,openai/gpt-4o
Charlie,Impostor,3780,20,3800,anthropic/claude-3.5-sonnet
Bob,Crewmate,3529,20,3549,openai/gpt-4o
Dave,Crewmate,3365,20,3385,openai/gpt-4o
Erin,Crewmate,3510,20,3530,openai/gpt-4o
Charlie,Impostor,3825,20,3845,anthropic/claude-3.5-sonnet
Bob,Crewmate,3574,20,3594,openai/gpt-4o
Dave,Crewmate,3410,20,3430,openai/gpt-4o
Erin,Crewmate,3757,20,3777,openai/gpt-4o
Charlie,Impostor,4375,20,4395,anthropic/claude-3.5-sonnet
Bob,Crewmate,4124,20,4144,openai/gpt-4o
Dave,Crewmate,3960,20,3980,openai/gpt-4o
Erin,Crewmate,4307,20,4327,openai/gpt-4o
Charlie,Impostor,4271,20,4291,anthropic/claude-3.5-sonnet
Bob,Crewmate,3574,20,3594,openai/gpt-4o
Dave,Crewmate,3410,20,3430,openai/gpt-4o
Erin,Crewmate,3757,20,3777,openai/gpt-4o
Charlie,Impostor,4295,20,4315,anthropic/claude-3.5-sonnet
Bob,Crewmate,4044,20,4064,openai/gpt-4o
Dave,Crewmate,3410,20,3430,openai/gpt-4o
Erin,Crewmate,3757,20,3777,openai/gpt-4o
Charlie,Impostor,4328,20,4348,anthropic/claude-3.5-sonnet
Bob,Crewmate,4077,20,4097,openai/gpt-4o
Dave,Crewmate,3913,20,3933,openai/gpt-4o
Erin,Crewmate,3757,20,3777,openai/gpt-4o
Charlie,Impostor,4375,20,4395,anthropic/claude-3.5-sonnet
Bob,Crewmate,4124,20,4144,openai/gpt-4o
Dave,Crewmate,3960,20,3980,openai/gpt-4o
Erin,Crewmate,4307,20,4327,openai/gpt-4o
Charlie,Impostor,4694,20,4714,anthropic/claude-3.5-sonnet
Bob,Crewmate,4443,20,4463,openai/gpt-4o
Dave,Crewmate,4279,20,4299,openai/gpt-4o
Erin,Crewmate,4626,20,4646,openai/gpt-4o
Charlie,Impostor,4596,20,4616,anthropic/claude-3.5-sonnet
Bob,Crewmate,4124,20,4144,openai/gpt-4o
Dave,Crewmate,3960,20,3980,openai/gpt-4o
Erin,Crewmate,4307,20,4327,openai/gpt-4o
Charlie,Impostor,4623,20,4643,anthropic/claude-3.5-sonnet
Bob,Crewmate,4372,20,4392,openai/gpt-4o
Dave,Crewmate,3960,20,3980,openai/gpt-4o
Erin,Crewmate,4307,20,4327,openai/gpt-4o
Charlie,Impostor,4658,20,4678,anthropic/claude-3.5-sonnet
Bob,Crewmate,4407,20,4427,openai/gpt-4o
Dave,Crewmate,4243,20,4263,openai/gpt-4o
Erin,Crewmate,4307,20,4327,openai/gpt-4o
Charlie,Impostor,4694,20,4714,anthropic/claude-3.5-sonnet
Bob,Crewmate,4443,20,4463,openai/gpt-4o
Dave,Crewmate,4279,20,4299,openai/gpt-4o
Erin,Crewmate,4626,20,4646,openai/gpt-4o
Charlie,Impostor,5059,20,5079,anthropic/claude-3.5-sonnet
Bob,Crewmate,4808,20,4828,openai/gpt-4o
Dave,Crewmate,4644,20,4664,openai/gpt-4o
Erin,Crewmate,4991,20,5011,openai/gpt-4o
Charlie,Impostor,4934,20,4954,anthropic/claude-3.5-sonnet
Bob,Crewmate,4443,20,4463,openai/gpt-4o
Dave,Crewmate,4279,20,4299,openai/gpt-4o
Erin,Crewmate,4626,20,4646,openai/gpt-4o
Charlie,Impostor,4980,20,5000,anthropic/claude-3.5-sonnet
Bob,Crewmate,4729,20,4749,openai/gpt-4o
Dave,Crewmate,4279,20,4299,openai/gpt-4o
Erin,Crewmate,4626,20,4646,openai/gpt-4o
Charlie,Impostor,5008,20,5028,anthropic/claude-3.5-sonnet
Bob,Crewmate,4757,20,4777,openai/gpt-4o
Dave,Crewmate,4593,20,4613,openai/gpt-4o
Erin,Crewmate,4626,20,4646,openai/gpt-4o
Charlie,Impostor,5059,20,5079,anthropic/claude-3.5-sonnet
Bob,Crewmate,4808,20,4828,openai/gpt-4o
Dave,Crewmate,4644,20,4664,openai/gpt-4o
Erin,Crewmate,4991,20,5011,openai/gpt-4o
Bob,Impostor,1648,20,1668,openai/gpt-4o-mini
Alice,Crewmate,1127,20,1147,google/gemini-flash-1.5
Erin,Crewmate,1210,20,1230,google/gemini-flash-1.5
Dave,Crewmate,1288,20,1308,google/gemini-flash-1.5
Bob,Impostor,1658,20,1678,openai/gpt-4o-mini
Alice,Crewmate,1006,20,1026,google/gemini-flash-1.5
Erin,Crewmate,1086,20,1106,google/gemini-flash-1.5
Dave,Crewmate,1144,20,1164,google/gemini-flash-1.5
Charlie,Crewmate,1186,20,1206,google/gemini-flash-1.5
Bob,Impostor,1658,20,1678,openai/gpt-4o-mini
Alice,Crewmate,1137,20,1157,google/gemini-flash-1.5
Erin,Crewmate,1086,20,1106,google/gemini-flash-1.5
Dave,Crewmate,1144,20,1164,google/gemini-flash-1.5
Charlie,Crewmate,1186,20,1206,google/gemini-flash-1.5
Bob,Impostor,1658,20,1678,openai/gpt-4o-mini
Alice,Crewmate,1137,20,1157,google/gemini-flash-1.5
Erin,Crewmate,1220,20,1240,google/gemini-flash-1.5
Dave,Crewmate,1144,20,1164,google/gemini-flash-1.5
Charlie,Crewmate,1186,20,1206,google/gemini-flash-1.5
Bob,Impostor,1658,20,1678,openai/gpt-4o-mini
Alice,Crewmate,1137,20,1157,google/gemini-flash-1.5
Erin,Crewmate,1220,20,1240,google/gemini-flash-1.5
Dave,Crewmate,1298,20,1318,google/gemini-flash-1.5
Charlie,Crewmate,1186,20,1206,google/gemini-flash-1.5
Bob,Impostor,1843,20,1863,openai/gpt-4o-mini
Alice,Crewmate,1321,20,1341,google/gemini-flash-1.5
Erin,Crewmate,1405,20,1425,google/gemini-flash-1.5
Dave,Crewmate,1483,20,1503,google/gemini-flash-1.5
Bob,Impostor,1716,20,1736,openai/gpt-4o-mini
Alice,Crewmate,1127,20,1147,google/gemini-flash-1.5
Erin,Crewmate,1210,20,1230,google/gemini-flash-1.5
Dave,Crewmate,1288,20,1308,google/gemini-flash-1.5
Bob,Impostor,1757,20,1777,openai/gpt-4o-mini
Alice,Crewmate,1235,20,1255,google/gemini-flash-1.5
Erin,Crewmate,1210,20,1230,google/gemini-flash-1.5
Dave,Crewmate,1288,20,1308,google/gemini-flash-1.5
Bob,Impostor,1798,20,1818,openai/gpt-4o-mini
Alice,Crewmate,1276,20,1296,google/gemini-flash-1.5
Erin,Crewmate,1360,20,1380,google/gemini-flash-1.5
Dave,Crewmate,1288,20,1308,google/gemini-flash-1.5
Bob,Impostor,1843,20,1863,openai/gpt-4o-mini
Alice,Crewmate,1321,20,1341,google/gemini-flash-1.5
Erin,Crewmate,1405,20,1425,google/gemini-flash-1.5
Dave,Crewmate,1483,20,1503,google/gemini-flash-1.5
Bob,Impostor,2398,20,2418,openai/gpt-4o-mini
Alice,Crewmate,1876,20,1896,google/gemini-flash-1.5
Erin,Crewmate,1960,20,1980,google/gemini-flash-1.5
Dave,Crewmate,2038,20,2058,google/gemini-flash-1.5
Bob,Impostor,2269,20,2289,openai/gpt-4o-mini
Alice,Crewmate,1321,20,1341,google/gemini-flash-1.5
Erin,Crewmate,1405,20,1425,google/gemini-flash-1.5
Dave,Crewmate,1483,20,1503,google/gemini-flash-1.5
Bob,Impostor,2315,20,2335,openai/gpt-4o-mini
Alice,Crewmate,1793,20,1813,google/gemini-flash-1.5
Erin,Crewmate,1405,20,1425,google/gemini-flash-1.5
Dave,Crewmate,1483,20,1503,google/gemini-flash-1.5
Bob,Impostor,2353,20,2373,openai/gpt-4o-mini
Alice,Crewmate,1831,20,1851,google/gemini-flash-1.5
Erin,Crewmate,1915,20,1935,google/gemini-flash-1.5
Dave,Crewmate,1483,20,1503,google/gemini-flash-1.5
Bob,Impostor,2398,20,2418,openai/gpt-4o-mini
Alice,Crewmate,1876,20,1896,google/gemini-flash-1.5
Erin,Crewmate,1960,20,1980,google/gemini-flash-1.5
Dave,Crewmate,2038,20,2058,google/gemini-flash-1.5
Bob,Impostor,2813,20,2833,openai/gpt-4o-mini
Alice,Crewmate,2291,20,2311,google/gemini-flash-1.5
Erin,Crewmate,2375,20,2395,google/gemini-flash-1.5
Dave,Crewmate,2453,20,2473,google/gemini-flash-1.5
Bob,Impostor,2681,20,2701,openai/gpt-4o-mini
Alice,Crewmate,1876,20,1896,google/gemini-flash-1.5
Erin,Crewmate,1960,20,1980,google/gemini-flash-1.5
Dave,Crewmate,2038,20,2058,google/gemini-flash-1.5
Bob,Impostor,2719,20,2739,openai/gpt-4o-mini
Alice,Crewmate,2197,20,2217,google/gemini-flash-1.5
Erin,Crewmate,1960,20,1980,google/gemini-flash-1.5
Dave,Crewmate,2038,20,2058,google/gemini-flash-1.5
Bob,Impostor,2767,20,2787,openai/gpt-4o-mini
Alice,Crewmate,2245,20,2265,google/gemini-flash-1.5
Erin,Crewmate,2329,20,2349,google/gemini-flash-1.5
Dave,Crewmate,2038,20,2058,google/gemini-flash-1.5
Bob,Impostor,2813,20,2833,openai/gpt-4o-mini
Alice,Crewmate,2291,20,2311,google/gemini-flash-1.5
Erin,Crewmate,2375,20,2395,google/gemini-flash-1.5
Dave,Crewmate,2453,20,2473,google/gemini-flash-1.5
