player_name,role,input_tokens,estimated_output_tokens,total_tokens,model
Alice,Crewmate,876,20,896,anthropic/claude-3.5-sonnet
Erin,Impostor,974,20,994,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1070,20,1090,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1032,20,1052,anthropic/claude-3.5-sonnet
Dave,Crewmate,833,20,853,anthropic/claude-3.5-sonnet
Alice,Crewmate,876,20,896,anthropic/claude-3.5-sonnet
Erin,Impostor,974,20,994,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1070,20,1090,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1032,20,1052,anthropic/claude-3.5-sonnet
Dave,Crewmate,1073,20,1093,anthropic/claude-3.5-sonnet
Alice,Crewmate,876,20,896,anthropic/claude-3.5-sonnet
Erin,Impostor,1168,20,1188,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1264,20,1284,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1226,20,1246,anthropic/claude-3.5-sonnet
Alice,Crewmate,1303,20,1323,anthropic/claude-3.5-sonnet
Erin,Impostor,1056,20,1076,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1070,20,1090,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1032,20,1052,anthropic/claude-3.5-sonnet
Dave,Crewmate,1073,20,1093,anthropic/claude-3.5-sonnet
Alice,Crewmate,1109,20,1129,anthropic/claude-3.5-sonnet
Erin,Impostor,1095,20,1115,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1191,20,1211,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1032,20,1052,anthropic/claude-3.5-sonnet
Dave,Crewmate,1073,20,1093,anthropic/claude-3.5-sonnet
Alice,Crewmate,1109,20,1129,anthropic/claude-3.5-sonnet
Erin,Impostor,1136,20,1156,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1232,20,1252,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1194,20,1214,anthropic/claude-3.5-sonnet
Dave,Crewmate,1073,20,1093,anthropic/claude-3.5-sonnet
Alice,Crewmate,1109,20,1129,anthropic/claude-3.5-sonnet
Erin,Impostor,1126,20,1146,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1222,20,1242,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1184,20,1204,anthropic/claude-3.5-sonnet
Alice,Crewmate,1099,20,1119,anthropic/claude-3.5-sonnet
Erin,Impostor,1796,20,1816,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1892,20,1912,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1854,20,1874,anthropic/claude-3.5-sonnet
Alice,Crewmate,1931,20,1951,anthropic/claude-3.5-sonnet
Erin,Impostor,1650,20,1670,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1264,20,1284,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1226,20,1246,anthropic/claude-3.5-sonnet
Alice,Crewmate,1303,20,1323,anthropic/claude-3.5-sonnet
Erin,Impostor,1698,20,1718,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1794,20,1814,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1226,20,1246,anthropic/claude-3.5-sonnet
Alice,Crewmate,1303,20,1323,anthropic/claude-3.5-sonnet
Erin,Impostor,1746,20,1766,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1842,20,1862,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1804,20,1824,anthropic/claude-3.5-sonnet
Alice,Crewmate,1303,20,1323,anthropic/claude-3.5-sonnet
Erin,Impostor,1746,20,1766,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1842,20,1862,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1804,20,1824,anthropic/claude-3.5-sonnet
Alice,Crewmate,1303,20,1323,anthropic/claude-3.5-sonnet
Erin,Impostor,2347,20,2367,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2443,20,2463,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2405,20,2425,anthropic/claude-3.5-sonnet
Alice,Crewmate,2482,20,2502,anthropic/claude-3.5-sonnet
Erin,Impostor,2173,20,2193,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1892,20,1912,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1854,20,1874,anthropic/claude-3.5-sonnet
Alice,Crewmate,1931,20,1951,anthropic/claude-3.5-sonnet
Erin,Impostor,2233,20,2253,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2329,20,2349,anthropic/claude-3.5-sonnet
Charlie,Crewmate,1854,20,1874,anthropic/claude-3.5-sonnet
Alice,Crewmate,1931,20,1951,anthropic/claude-3.5-sonnet
Erin,Impostor,2291,20,2311,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2387,20,2407,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2349,20,2369,anthropic/claude-3.5-sonnet
Alice,Crewmate,1931,20,1951,anthropic/claude-3.5-sonnet
Erin,Impostor,2291,20,2311,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2387,20,2407,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2349,20,2369,anthropic/claude-3.5-sonnet
Alice,Crewmate,1931,20,1951,anthropic/claude-3.5-sonnet
Erin,Impostor,2930,20,2950,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3026,20,3046,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2988,20,3008,anthropic/claude-3.5-sonnet
Alice,Crewmate,3065,20,3085,anthropic/claude-3.5-sonnet
Erin,Impostor,2753,20,2773,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2443,20,2463,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2405,20,2425,anthropic/claude-3.5-sonnet
Alice,Crewmate,2482,20,2502,anthropic/claude-3.5-sonnet
Erin,Impostor,2804,20,2824,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2900,20,2920,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2405,20,2425,anthropic/claude-3.5-sonnet
Alice,Crewmate,2482,20,2502,anthropic/claude-3.5-sonnet
Erin,Impostor,2866,20,2886,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2962,20,2982,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2924,20,2944,anthropic/claude-3.5-sonnet
Alice,Crewmate,2482,20,2502,anthropic/claude-3.5-sonnet
Erin,Impostor,2866,20,2886,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2962,20,2982,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2924,20,2944,anthropic/claude-3.5-sonnet
Alice,Crewmate,2482,20,2502,anthropic/claude-3.5-sonnet
Dave,Impostor,1162,20,1182,openai/gpt-4o-mini
Erin,Crewmate,915,20,935,google/gemini-pro-1.5
Bob,Crewmate,906,20,926,google/gemini-pro-1.5
Alice,Crewmate,909,20,929,google/gemini-pro-1.5
Charlie,Crewmate,896,20,916,google/gemini-pro-1.5
Dave,Impostor,1162,20,1182,openai/gpt-4o-mini
Erin,Crewmate,762,20,782,google/gemini-pro-1.5
Bob,Crewmate,759,20,779,google/gemini-pro-1.5
Alice,Crewmate,759,20,779,google/gemini-pro-1.5
Charlie,Crewmate,756,20,776,google/gemini-pro-1.5
Dave,Impostor,1162,20,1182,openai/gpt-4o-mini
Erin,Crewmate,915,20,935,google/gemini-pro-1.5
Bob,Crewmate,759,20,779,google/gemini-pro-1.5
Alice,Crewmate,759,20,779,google/gemini-pro-1.5
Charlie,Crewmate,756,20,776,google/gemini-pro-1.5
Dave,Impostor,1162,20,1182,openai/gpt-4o-mini
Erin,Crewmate,915,20,935,google/gemini-pro-1.5
Bob,Crewmate,906,20,926,google/gemini-pro-1.5
Alice,Crewmate,759,20,779,google/gemini-pro-1.5
Charlie,Crewmate,756,20,776,google/gemini-pro-1.5
Dave,Impostor,1162,20,1182,openai/gpt-4o-mini
Erin,Crewmate,915,20,935,google/gemini-pro-1.5
Bob,Crewmate,906,20,926,google/gemini-pro-1.5
Alice,Crewmate,909,20,929,google/gemini-pro-1.5
Charlie,Crewmate,756,20,776,google/gemini-pro-1.5
Dave,Impostor,1341,20,1361,openai/gpt-4o-mini
Erin,Crewmate,1093,20,1113,google/gemini-pro-1.5
Bob,Crewmate,1085,20,1105,google/gemini-pro-1.5
Charlie,Crewmate,1074,20,1094,google/gemini-pro-1.5
Dave,Impostor,1248,20,1268,openai/gpt-4o-mini
Erin,Crewmate,915,20,935,google/gemini-pro-1.5
Bob,Crewmate,906,20,926,google/gemini-pro-1.5
Alice,Crewmate,909,20,929,google/gemini-pro-1.5
Charlie,Crewmate,896,20,916,google/gemini-pro-1.5
Dave,Impostor,1278,20,1298,openai/gpt-4o-mini
Erin,Crewmate,1030,20,1050,google/gemini-pro-1.5
Bob,Crewmate,906,20,926,google/gemini-pro-1.5
Alice,Crewmate,909,20,929,google/gemini-pro-1.5
Charlie,Crewmate,896,20,916,google/gemini-pro-1.5
Dave,Impostor,1306,20,1326,openai/gpt-4o-mini
Erin,Crewmate,1058,20,1078,google/gemini-pro-1.5
Bob,Crewmate,1050,20,1070,google/gemini-pro-1.5
Alice,Crewmate,909,20,929,google/gemini-pro-1.5
Charlie,Crewmate,896,20,916,google/gemini-pro-1.5
Dave,Impostor,1296,20,1316,openai/gpt-4o-mini
Erin,Crewmate,1048,20,1068,google/gemini-pro-1.5
Bob,Crewmate,1040,20,1060,google/gemini-pro-1.5
Charlie,Crewmate,886,20,906,google/gemini-pro-1.5
Dave,Impostor,1885,20,1905,openai/gpt-4o-mini
Erin,Crewmate,1637,20,1657,google/gemini-pro-1.5
Bob,Crewmate,1629,20,1649,google/gemini-pro-1.5
Charlie,Crewmate,1618,20,1638,google/gemini-pro-1.5
Dave,Impostor,1763,20,1783,openai/gpt-4o-mini
Erin,Crewmate,1093,20,1113,google/gemini-pro-1.5
Bob,Crewmate,1085,20,1105,google/gemini-pro-1.5
Charlie,Crewmate,1074,20,1094,google/gemini-pro-1.5
Dave,Impostor,1801,20,1821,openai/gpt-4o-mini
Erin,Crewmate,1553,20,1573,google/gemini-pro-1.5
Bob,Crewmate,1085,20,1105,google/gemini-pro-1.5
Charlie,Crewmate,1074,20,1094,google/gemini-pro-1.5
Dave,Impostor,1842,20,1862,openai/gpt-4o-mini
Erin,Crewmate,1594,20,1614,google/gemini-pro-1.5
Bob,Crewmate,1586,20,1606,google/gemini-pro-1.5
Charlie,Crewmate,1074,20,1094,google/gemini-pro-1.5
Dave,Impostor,1842,20,1862,openai/gpt-4o-mini
Erin,Crewmate,1594,20,1614,google/gemini-pro-1.5
Bob,Crewmate,1586,20,1606,google/gemini-pro-1.5
Charlie,Crewmate,1074,20,1094,google/gemini-pro-1.5
Dave,Impostor,2296,20,2316,openai/gpt-4o-mini
Erin,Crewmate,2048,20,2068,google/gemini-pro-1.5
Bob,Crewmate,2040,20,2060,google/gemini-pro-1.5
Charlie,Crewmate,2029,20,2049,google/gemini-pro-1.5
Dave,Impostor,2161,20,2181,openai/gpt-4o-mini
Erin,Crewmate,1637,20,1657,google/gemini-pro-1.5
Bob,Crewmate,1629,20,1649,google/gemini-pro-1.5
Charlie,Crewmate,1618,20,1638,google/gemini-pro-1.5
Dave,Impostor,2196,20,2216,openai/gpt-4o-mini
Erin,Crewmate,1948,20,1968,google/gemini-pro-1.5
Bob,Crewmate,1629,20,1649,google/gemini-pro-1.5
Charlie,Crewmate,1618,20,1638,google/gemini-pro-1.5
Dave,Impostor,2236,20,2256,openai/gpt-4o-mini
Erin,Crewmate,1988,20,2008,google/gemini-pro-1.5
Bob,Crewmate,1980,20,2000,google/gemini-pro-1.5
Charlie,Crewmate,1618,20,1638,google/gemini-pro-1.5
Dave,Impostor,2236,20,2256,openai/gpt-4o-mini
Erin,Crewmate,1988,20,2008,google/gemini-pro-1.5
Bob,Crewmate,1980,20,2000,google/gemini-pro-1.5
Charlie,Crewmate,1618,20,1638,google/gemini-pro-1.5
Dave,Impostor,2679,20,2699,openai/gpt-4o-mini
Erin,Crewmate,2431,20,2451,google/gemini-pro-1.5
Bob,Crewmate,2423,20,2443,google/gemini-pro-1.5
Charlie,Crewmate,2412,20,2432,google/gemini-pro-1.5
Dave,Impostor,2563,20,2583,openai/gpt-4o-mini
Erin,Crewmate,2048,20,2068,google/gemini-pro-1.5
Bob,Crewmate,2040,20,2060,google/gemini-pro-1.5
Charlie,Crewmate,2029,20,2049,google/gemini-pro-1.5
Dave,Impostor,2597,20,2617,openai/gpt-4o-mini
Erin,Crewmate,2349,20,2369,google/gemini-pro-1.5
Bob,Crewmate,2040,20,2060,google/gemini-pro-1.5
Charlie,Crewmate,2029,20,2049,google/gemini-pro-1.5
Dave,Impostor,2632,20,2652,openai/gpt-4o-mini
Erin,Crewmate,2384,20,2404,google/gemini-pro-1.5
Bob,Crewmate,2376,20,2396,google/gemini-pro-1.5
Charlie,Crewmate,2029,20,2049,google/gemini-pro-1.5
Dave,Impostor,2632,20,2652,openai/gpt-4o-mini
Erin,Crewmate,2384,20,2404,google/gemini-pro-1.5
Bob,Crewmate,2376,20,2396,google/gemini-pro-1.5
Charlie,Crewmate,2029,20,2049,google/gemini-pro-1.5
Charlie,Impostor,1839,20,1859,anthropic/claude-3-5-haiku
Erin,Crewmate,1621,20,1641,openai/gpt-4o-mini
Alice,Crewmate,1540,20,1560,openai/gpt-4o-mini
Dave,Crewmate,1464,20,1484,openai/gpt-4o-mini
Charlie,Impostor,1839,20,1859,anthropic/claude-3-5-haiku
Erin,Crewmate,1344,20,1364,openai/gpt-4o-mini
Alice,Crewmate,1298,20,1318,openai/gpt-4o-mini
Dave,Crewmate,1241,20,1261,openai/gpt-4o-mini
Charlie,Impostor,1839,20,1859,anthropic/claude-3-5-haiku
Erin,Crewmate,1621,20,1641,openai/gpt-4o-mini
Alice,Crewmate,1298,20,1318,openai/gpt-4o-mini
Dave,Crewmate,1241,20,1261,openai/gpt-4o-mini
Charlie,Impostor,1839,20,1859,anthropic/claude-3-5-haiku
Erin,Crewmate,1621,20,1641,openai/gpt-4o-mini
Alice,Crewmate,1540,20,1560,openai/gpt-4o-mini
Dave,Crewmate,1241,20,1261,openai/gpt-4o-mini
Charlie,Impostor,1839,20,1859,anthropic/claude-3-5-haiku
Erin,Crewmate,1621,20,1641,openai/gpt-4o-mini
Alice,Crewmate,1540,20,1560,openai/gpt-4o-mini
Dave,Crewmate,1464,20,1484,openai/gpt-4o-mini
Charlie,Impostor,2002,20,2022,anthropic/claude-3-5-haiku
Erin,Crewmate,1784,20,1804,openai/gpt-4o-mini
Alice,Crewmate,1703,20,1723,openai/gpt-4o-mini
Charlie,Impostor,1911,20,1931,anthropic/claude-3-5-haiku
Erin,Crewmate,1621,20,1641,openai/gpt-4o-mini
Alice,Crewmate,1540,20,1560,openai/gpt-4o-mini
Dave,Crewmate,1464,20,1484,openai/gpt-4o-mini
Charlie,Impostor,1953,20,1973,anthropic/claude-3-5-haiku
Erin,Crewmate,1735,20,1755,openai/gpt-4o-mini
Alice,Crewmate,1540,20,1560,openai/gpt-4o-mini
Dave,Crewmate,1464,20,1484,openai/gpt-4o-mini
Charlie,Impostor,2010,20,2030,anthropic/claude-3-5-haiku
Erin,Crewmate,1792,20,1812,openai/gpt-4o-mini
Alice,Crewmate,1711,20,1731,openai/gpt-4o-mini
Dave,Crewmate,1464,20,1484,openai/gpt-4o-mini
Charlie,Impostor,2002,20,2022,anthropic/claude-3-5-haiku
Erin,Crewmate,1784,20,1804,openai/gpt-4o-mini
Alice,Crewmate,1703,20,1723,openai/gpt-4o-mini
Charlie,Impostor,2491,20,2511,anthropic/claude-3-5-haiku
Erin,Crewmate,2273,20,2293,openai/gpt-4o-mini
Alice,Crewmate,2192,20,2212,openai/gpt-4o-mini
Charlie,Impostor,2400,20,2420,anthropic/claude-3-5-haiku
Erin,Crewmate,1784,20,1804,openai/gpt-4o-mini
Alice,Crewmate,1703,20,1723,openai/gpt-4o-mini
Charlie,Impostor,2452,20,2472,anthropic/claude-3-5-haiku
Erin,Crewmate,2234,20,2254,openai/gpt-4o-mini
Alice,Crewmate,1703,20,1723,openai/gpt-4o-mini
Charlie,Impostor,2491,20,2511,anthropic/claude-3-5-haiku
Erin,Crewmate,2273,20,2293,openai/gpt-4o-mini
Alice,Crewmate,2192,20,2212,openai/gpt-4o-mini
Charlie,Impostor,2491,20,2511,anthropic/claude-3-5-haiku
Erin,Crewmate,2273,20,2293,openai/gpt-4o-mini
Alice,Crewmate,2192,20,2212,openai/gpt-4o-mini
Charlie,Impostor,2854,20,2874,anthropic/claude-3-5-haiku
Erin,Crewmate,2636,20,2656,openai/gpt-4o-mini
Alice,Crewmate,2555,20,2575,openai/gpt-4o-mini
Charlie,Impostor,2745,20,2765,anthropic/claude-3-5-haiku
Erin,Crewmate,2273,20,2293,openai/gpt-4o-mini
Alice,Crewmate,2192,20,2212,openai/gpt-4o-mini
Charlie,Impostor,2803,20,2823,anthropic/claude-3-5-haiku
Erin,Crewmate,2585,20,2605,openai/gpt-4o-mini
Alice,Crewmate,2192,20,2212,openai/gpt-4o-mini
Charlie,Impostor,2854,20,2874,anthropic/claude-3-5-haiku
Erin,Crewmate,2636,20,2656,openai/gpt-4o-mini
Alice,Crewmate,2555,20,2575,openai/gpt-4o-mini
Charlie,Impostor,2854,20,2874,anthropic/claude-3-5-haiku
Erin,Crewmate,2636,20,2656,openai/gpt-4o-mini
Alice,Crewmate,2555,20,2575,openai/gpt-4o-mini
Charlie,Impostor,3179,20,3199,anthropic/claude-3-5-haiku
Erin,Crewmate,2961,20,2981,openai/gpt-4o-mini
Alice,Crewmate,2880,20,2900,openai/gpt-4o-mini
Charlie,Impostor,3094,20,3114,anthropic/claude-3-5-haiku
Erin,Crewmate,2636,20,2656,openai/gpt-4o-mini
Alice,Crewmate,2555,20,2575,openai/gpt-4o-mini
Charlie,Impostor,3131,20,3151,anthropic/claude-3-5-haiku
Erin,Crewmate,2913,20,2933,openai/gpt-4o-mini
Alice,Crewmate,2555,20,2575,openai/gpt-4o-mini
Charlie,Impostor,3179,20,3199,anthropic/claude-3-5-haiku
Erin,Crewmate,2961,20,2981,openai/gpt-4o-mini
Alice,Crewmate,2880,20,2900,openai/gpt-4o-mini
Charlie,Impostor,3179,20,3199,anthropic/claude-3-5-haiku
Erin,Crewmate,2961,20,2981,openai/gpt-4o-mini
Alice,Crewmate,2880,20,2900,openai/gpt-4o-mini
Bob,Impostor,1750,20,1770,anthropic/claude-3-5-haiku
Erin,Crewmate,1374,20,1394,openai/gpt-4o
Alice,Crewmate,1154,20,1174,openai/gpt-4o
Charlie,Crewmate,1565,20,1585,openai/gpt-4o
Bob,Impostor,1750,20,1770,anthropic/claude-3-5-haiku
Erin,Crewmate,1209,20,1229,openai/gpt-4o
Alice,Crewmate,1020,20,1040,openai/gpt-4o
Charlie,Crewmate,1327,20,1347,openai/gpt-4o
Bob,Impostor,1750,20,1770,anthropic/claude-3-5-haiku
Erin,Crewmate,1209,20,1229,openai/gpt-4o
Alice,Crewmate,1020,20,1040,openai/gpt-4o
Charlie,Crewmate,1327,20,1347,openai/gpt-4o
Bob,Impostor,1750,20,1770,anthropic/claude-3-5-haiku
Erin,Crewmate,1374,20,1394,openai/gpt-4o
Alice,Crewmate,1020,20,1040,openai/gpt-4o
Charlie,Crewmate,1327,20,1347,openai/gpt-4o
Bob,Impostor,1750,20,1770,anthropic/claude-3-5-haiku
Erin,Crewmate,1374,20,1394,openai/gpt-4o
Alice,Crewmate,1154,20,1174,openai/gpt-4o
Charlie,Crewmate,1327,20,1347,openai/gpt-4o
Bob,Impostor,2000,20,2020,anthropic/claude-3-5-haiku
Erin,Crewmate,1623,20,1643,openai/gpt-4o
Alice,Crewmate,1404,20,1424,openai/gpt-4o
Bob,Impostor,1910,20,1930,anthropic/claude-3-5-haiku
Erin,Crewmate,1374,20,1394,openai/gpt-4o
Alice,Crewmate,1154,20,1174,openai/gpt-4o
Charlie,Crewmate,1565,20,1585,openai/gpt-4o
Bob,Impostor,1910,20,1930,anthropic/claude-3-5-haiku
Erin,Crewmate,1374,20,1394,openai/gpt-4o
Alice,Crewmate,1154,20,1174,openai/gpt-4o
Charlie,Crewmate,1565,20,1585,openai/gpt-4o
Bob,Impostor,1957,20,1977,anthropic/claude-3-5-haiku
Erin,Crewmate,1580,20,1600,openai/gpt-4o
Alice,Crewmate,1154,20,1174,openai/gpt-4o
Charlie,Crewmate,1565,20,1585,openai/gpt-4o
Bob,Impostor,2008,20,2028,anthropic/claude-3-5-haiku
Erin,Crewmate,1631,20,1651,openai/gpt-4o
Alice,Crewmate,1412,20,1432,openai/gpt-4o
Charlie,Crewmate,1565,20,1585,openai/gpt-4o
Bob,Impostor,2490,20,2510,anthropic/claude-3-5-haiku
Erin,Crewmate,2113,20,2133,openai/gpt-4o
Alice,Crewmate,1894,20,1914,openai/gpt-4o
Bob,Impostor,2409,20,2429,anthropic/claude-3-5-haiku
Erin,Crewmate,1623,20,1643,openai/gpt-4o
Alice,Crewmate,1404,20,1424,openai/gpt-4o
Bob,Impostor,2409,20,2429,anthropic/claude-3-5-haiku
Erin,Crewmate,1623,20,1643,openai/gpt-4o
Alice,Crewmate,1404,20,1424,openai/gpt-4o
Bob,Impostor,2457,20,2477,anthropic/claude-3-5-haiku
Erin,Crewmate,2080,20,2100,openai/gpt-4o
Alice,Crewmate,1404,20,1424,openai/gpt-4o
Bob,Impostor,2490,20,2510,anthropic/claude-3-5-haiku
Erin,Crewmate,2113,20,2133,openai/gpt-4o
Alice,Crewmate,1894,20,1914,openai/gpt-4o
Bob,Impostor,2745,20,2765,anthropic/claude-3-5-haiku
Erin,Crewmate,2368,20,2388,openai/gpt-4o
Alice,Crewmate,2149,20,2169,openai/gpt-4o
Bob,Impostor,2667,20,2687,anthropic/claude-3-5-haiku
Erin,Crewmate,2113,20,2133,openai/gpt-4o
Alice,Crewmate,1894,20,1914,openai/gpt-4o
Bob,Impostor,2667,20,2687,anthropic/claude-3-5-haiku
Erin,Crewmate,2113,20,2133,openai/gpt-4o
Alice,Crewmate,1894,20,1914,openai/gpt-4o
Bob,Impostor,2707,20,2727,anthropic/claude-3-5-haiku
Erin,Crewmate,2330,20,2350,openai/gpt-4o
Alice,Crewmate,1894,20,1914,openai/gpt-4o
Bob,Impostor,2745,20,2765,anthropic/claude-3-5-haiku
Erin,Crewmate,2368,20,2388,openai/gpt-4o
Alice,Crewmate,2149,20,2169,openai/gpt-4o
Bob,Impostor,3036,20,3056,anthropic/claude-3-5-haiku
Erin,Crewmate,2659,20,2679,openai/gpt-4o
Alice,Crewmate,2440,20,2460,openai/gpt-4o
Bob,Impostor,2953,20,2973,anthropic/claude-3-5-haiku
Erin,Crewmate,2368,20,2388,openai/gpt-4o
Alice,Crewmate,2149,20,2169,openai/gpt-4o
Bob,Impostor,2953,20,2973,anthropic/claude-3-5-haiku
Erin,Crewmate,2368,20,2388,openai/gpt-4o
Alice,Crewmate,2149,20,2169,openai/gpt-4o
Bob,Impostor,2993,20,3013,anthropic/claude-3-5-haiku
Erin,Crewmate,2616,20,2636,openai/gpt-4o
Alice,Crewmate,2149,20,2169,openai/gpt-4o
Bob,Impostor,3036,20,3056,anthropic/claude-3-5-haiku
Erin,Crewmate,2659,20,2679,openai/gpt-4o
Alice,Crewmate,2440,20,2460,openai/gpt-4o
Dave,Impostor,857,20,877,google/gemini-pro-1.5
Erin,Crewmate,1052,20,1072,anthropic/claude-3-5-haiku
Alice,Crewmate,1128,20,1148,anthropic/claude-3-5-haiku
Charlie,Crewmate,1093,20,1113,anthropic/claude-3-5-haiku
Dave,Impostor,867,20,887,google/gemini-pro-1.5
Bob,Crewmate,903,20,923,anthropic/claude-3-5-haiku
Erin,Crewmate,848,20,868,anthropic/claude-3-5-haiku
Alice,Crewmate,900,20,920,anthropic/claude-3-5-haiku
Charlie,Crewmate,873,20,893,anthropic/claude-3-5-haiku
Dave,Impostor,857,20,877,google/gemini-pro-1.5
Erin,Crewmate,838,20,858,anthropic/claude-3-5-haiku
Alice,Crewmate,890,20,910,anthropic/claude-3-5-haiku
Charlie,Crewmate,863,20,883,anthropic/claude-3-5-haiku
Dave,Impostor,857,20,877,google/gemini-pro-1.5
Erin,Crewmate,1052,20,1072,anthropic/claude-3-5-haiku
Alice,Crewmate,890,20,910,anthropic/claude-3-5-haiku
Charlie,Crewmate,863,20,883,anthropic/claude-3-5-haiku
Dave,Impostor,857,20,877,google/gemini-pro-1.5
Erin,Crewmate,1052,20,1072,anthropic/claude-3-5-haiku
Alice,Crewmate,1128,20,1148,anthropic/claude-3-5-haiku
Charlie,Crewmate,863,20,883,anthropic/claude-3-5-haiku
Dave,Impostor,1018,20,1038,google/gemini-pro-1.5
Erin,Crewmate,1212,20,1232,anthropic/claude-3-5-haiku
Alice,Crewmate,1286,20,1306,anthropic/claude-3-5-haiku
Charlie,Crewmate,1254,20,1274,anthropic/claude-3-5-haiku
Dave,Impostor,902,20,922,google/gemini-pro-1.5
Erin,Crewmate,1052,20,1072,anthropic/claude-3-5-haiku
Alice,Crewmate,1128,20,1148,anthropic/claude-3-5-haiku
Charlie,Crewmate,1093,20,1113,anthropic/claude-3-5-haiku
Dave,Impostor,902,20,922,google/gemini-pro-1.5
Erin,Crewmate,1052,20,1072,anthropic/claude-3-5-haiku
Alice,Crewmate,1128,20,1148,anthropic/claude-3-5-haiku
Charlie,Crewmate,1093,20,1113,anthropic/claude-3-5-haiku
Dave,Impostor,943,20,963,google/gemini-pro-1.5
Erin,Crewmate,1137,20,1157,anthropic/claude-3-5-haiku
Alice,Crewmate,1128,20,1148,anthropic/claude-3-5-haiku
Charlie,Crewmate,1093,20,1113,anthropic/claude-3-5-haiku
Dave,Impostor,979,20,999,google/gemini-pro-1.5
Erin,Crewmate,1173,20,1193,anthropic/claude-3-5-haiku
Alice,Crewmate,1247,20,1267,anthropic/claude-3-5-haiku
Charlie,Crewmate,1093,20,1113,anthropic/claude-3-5-haiku
Dave,Impostor,1542,20,1562,google/gemini-pro-1.5
Erin,Crewmate,1736,20,1756,anthropic/claude-3-5-haiku
Alice,Crewmate,1810,20,1830,anthropic/claude-3-5-haiku
Charlie,Crewmate,1778,20,1798,anthropic/claude-3-5-haiku
Dave,Impostor,1403,20,1423,google/gemini-pro-1.5
Erin,Crewmate,1212,20,1232,anthropic/claude-3-5-haiku
Alice,Crewmate,1286,20,1306,anthropic/claude-3-5-haiku
Charlie,Crewmate,1254,20,1274,anthropic/claude-3-5-haiku
Dave,Impostor,1403,20,1423,google/gemini-pro-1.5
Erin,Crewmate,1212,20,1232,anthropic/claude-3-5-haiku
Alice,Crewmate,1286,20,1306,anthropic/claude-3-5-haiku
Charlie,Crewmate,1254,20,1274,anthropic/claude-3-5-haiku
Dave,Impostor,1447,20,1467,google/gemini-pro-1.5
Erin,Crewmate,1641,20,1661,anthropic/claude-3-5-haiku
Alice,Crewmate,1286,20,1306,anthropic/claude-3-5-haiku
Charlie,Crewmate,1254,20,1274,anthropic/claude-3-5-haiku
Dave,Impostor,1490,20,1510,google/gemini-pro-1.5
Erin,Crewmate,1684,20,1704,anthropic/claude-3-5-haiku
Alice,Crewmate,1758,20,1778,anthropic/claude-3-5-haiku
Charlie,Crewmate,1254,20,1274,anthropic/claude-3-5-haiku
Dave,Impostor,1901,20,1921,google/gemini-pro-1.5
Erin,Crewmate,2095,20,2115,anthropic/claude-3-5-haiku
Alice,Crewmate,2169,20,2189,anthropic/claude-3-5-haiku
Charlie,Crewmate,2137,20,2157,anthropic/claude-3-5-haiku
Dave,Impostor,1760,20,1780,google/gemini-pro-1.5
Erin,Crewmate,1736,20,1756,anthropic/claude-3-5-haiku
